,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
26,Northwestern University,Center for Talent Development,Brain Surgery (Gr. 3-4),Science,"This course runs Monday through Friday, July 10 – July 14.Young neurologists go inside the brain to analyze its systems and understand its connection to the rest of the body. Among other activities, students map the brain, experiment with senses and the brain and use interactive web tools to investigate this amazing and complex organ. This course ‘stretches’ students' brains as they advance their systems thinking skills to understand the nervous system as a whole.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1035"
27,Northwestern University,Center for Talent Development,Chemistry Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Chemistry Honors is an introductory course covering topics equivalent to a full year of high school chemistry at the honors level. The content within Chemistry Honors is organized into five units: Introductory Concepts in Chemistry, Chemical Compositions and Reactions, Energy and Bonding, States of Matter, Reactions and Electrochemistry, and Advanced Chemistry Applications.  Using hands-on and virtual laboratory experiences, study key topics, analyze data, draw conclusions and report results. Scientific method, chemical foundations, compositions and reactions, modern atomic theory and electrochemistry are among the topics covered.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1124"
28,Northwestern University,Center for Talent Development,Civic Leadership Institute,Leadership & Service,"This is a 3-week service-learning course with residential and commuter options through CTD's 9-12 Academic Summer Camp.CLI students explore the complex challenges that affect our communities and develop the knowledge, experience, and leadership skills they need to make a positive impact on the world through academic study and service-learning experiences. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2775,"July 14, 2023","June 25, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1089"
29,Northwestern University,Center for Talent Development,Civil Engineering with LEGO® (Gr. 4-5),Technology & Engineering,"This course runs Monday through Friday, July 31 – Aug 4.  In this course, collaborate to plan and create buildings, roads and city infrastructures using building materials including LEGO® architecture bricks. Challenge and strengthen critical and design thinking skills as you consider how to meet a community’s needs based on principles of urban planning and design engineering. The design and problem-solving approaches used in this course are important for the ongoing study of engineering and architecture.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1047"
30,Northwestern University,Center for Talent Development,Civil Engineering with LEGO® (Gr. 4-5),Technology & Engineering,"This course runs Monday through Friday, July 24 – July 28. In this course, collaborate to plan and create buildings, roads and city infrastructures using building materials including LEGO® architecture bricks. Challenge and strengthen critical and design thinking skills as you consider how to meet a community’s needs based on principles of urban planning and design engineering. The design and problem-solving approaches used in this course are important for the ongoing study of engineering and architecture.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1046"
31,Northwestern University,Center for Talent Development,"Coding: Break It, Build It (Gr. 3-4)",Technology & Engineering,"This course runs Monday through Friday, July 24 – July 28. Computational thinking requires decomposition, the ability to take an idea and break it down into smaller parts for deeper understanding and analysis. In this course, students create coding projects using a variety of digital tools and collaborate with other programmers. Tangible materials like logic games and 3D puzzles challenge students to demonstrate their thinking using new tools. As students take what they learned through hands-on activities and represent those concepts in code, their understanding deepens and computational thinking skills are strengthened.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1044"
32,Northwestern University,Center for Talent Development,"Coding: Break It, Build It (Gr. 3-4)",Technology & Engineering,"This course runs Monday through Friday, July 10 – July 14. Computational thinking requires decomposition, the ability to take an idea and break it down into smaller parts for deeper understanding and analysis. In this course, students create coding projects using a variety of digital tools and collaborate with other programmers.Tangible materials like logic games and 3D puzzles challenge students to demonstrate their thinking using new tools. As students take what they learned through hands-on activities and represent those concepts in code, their understanding deepens and computational thinking skills are strengthened.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1043"
33,Northwestern University,Center for Talent Development,Cold Open: Crafting Topical Comedy,Arts & Humanities,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  “It’s CTD Night Live!” Future Cecily Strongs and Kenan Thompsons will examine the relationship between comedy and current events in a writers’ room format and learn to synthesize individual perspectives and senses of humor into a single, coherent perspective. As a culminating project, the final week of the course will resemble the production process at Saturday Night Live as students pitch, write, rehearse, and produce an original, topical comedy show focusing on the news of the week.  ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1069"
34,Northwestern University,Center for Talent Development,College Writing,English & Language Arts,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Get ahead and practice a wide-range of skills required for college-level writing including grammar, paragraph structure, organization, rhetoric, and argumentation. This course prepares students to compose narrative, descriptive, and expository prose while focusing on the conventions of the writing process. Peer workshops and conferencing assist students as they hone new skills and compose a portfolio.  ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1083"
35,Northwestern University,Center for Talent Development,Comic Book Characters (Gr. 3-4),English & Language Arts,"This course runs Monday through Friday, July 10 – July 14. Graphic novels and comic books cover topics from superheroes to historical events, capturing complex ideas through a unique combination of text and illustrations. As students learn the elements of graphic novels and comics, they focus on applying these elements to build strong characters and plot lines in their own stories. Students build their skills as a writer to organize and express their own ideas with words and images.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1033"
36,Northwestern University,Center for Talent Development,Comparative Anatomy,Science,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  With an eye toward species-to-species comparisons between humans and other animals, student biologists use dissection and hands-on activities to explore how animal adaptations are suited to an organism’s environment. Study the anatomy of animals both large and microscopic and apply these methods to your own research as you aim to better understand human bodies and the diseases that affect us. This course is a precursor to Human Anatomy & Physiology and other Biology lab courses. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1072"
37,Northwestern University,Center for Talent Development,Conceptual Chemistry (6-8) ,Science,"This is a 9-week, asynchronous, flexibly paced course within the Online Core Essentials Program. Students should expect 2-5 hours of course work per week. This course takes place September 15 - November 17, 2023.Learn the fundamental principles and applications of chemistry as you improve your scientific literacy. Students will use hands-on and virtual laboratory experiences, study key topics, analyze data, draw conclusions and report results. Scientific method, chemical foundations, compositions and reactions, modern atomic theory and current events will be covered. Conduct virtual and home-based experiments that build a foundation for future studies in chemistry. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"November 15, 2023","September 13, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1135"
38,Northwestern University,Center for Talent Development,CPU Architecture with Windy City Lab,Technology & Engineering,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. From microchip to motherboard, smart phone to server, every computer has a “brain,” or Central Processing Unit (CPU), and successful computer engineers master CPU architecture.  Expand basic digital electronics skills to design, build, and program your own CPU from the ground up.  Practice binary logic, registers, flip-flops, arithmetic logic units, memory, and microcode.  Create original assembly language and compete in teams to learn whose architecture is most efficient. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$3430,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1086"
39,Northwestern University,Center for Talent Development,Creative Writing Master Class,English & Language Arts,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Designed for students with considerable experience in creative writing, this course pairs adventurous reading with prodigious writing across genres, including poetry, fiction, and creative nonfiction. Advance skills in imagery, voice, setting, character, and narrative. Practice daily reading and writing, peer review and revision, and focus output in a preferred genre. Develop a portfolio of serious original work ready for publication.  ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1082"
40,Northwestern University,Center for Talent Development,Creative Writing:  Fan Fiction Workshop (Gr. 5-6),English & Language Arts,"This course runs Monday through Friday, July 10 – July 21. How many stories can come from one? What if Katniss had chosen Gale instead? What if Sam had abandoned Frodo? If you’ve ever wondered, you’re not alone. Fan fiction is a term for stories written by anyone that take place in, or use characters from, a popular work. There are millions of fan fiction stories online from all over the world. While examining why some fan fiction stories “work” while others do not, participants will tap into their love of a world or character to develop their own creativity and fan fiction story.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1064"
41,Northwestern University,Center for Talent Development,Creative Writing: Fan Fiction Workshop (Gr. 5-6),English & Language Arts,"This course runs Monday through Friday, July 24 – Aug 4. How many stories can come from one? What if Katniss had chosen Gale instead? What if Sam had abandoned Frodo? If you’ve ever wondered, you’re not alone. Fan fiction is a term for stories written by anyone that take place in, or use characters from, a popular work. There are millions of fan fiction stories online from all over the world. While examining why some fan fiction stories “work” while others do not, participants will tap into their love of a world or character to develop their own creativity and fan fiction story.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1065"
42,Northwestern University,Center for Talent Development,Detective Science (Gr. 5-6),Science,"This course runs Monday through Friday, July 10 – July 21. “It is a capital mistake to theorize before one has data. Insensibly one begins to twist facts to suit theories, instead of theories to suit facts.” Apply this guiding philosophy of Sherlock Holmes to the forensic science involved in solving crimes, including learning how to collect fingerprints, crack secret codes and examine evidence. Topics and activities range from life science, psychology and physical science are combined to solve complex mysteries.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1057"
43,Northwestern University,Center for Talent Development,Discrete Math & Applications: Real World Problems (6-8),Mathematics,"This is a 9-week, asynchronous, flexibly paced course within the Online Core Essentials Program. Students should expect 2-5 hours of course work per week. Explore the fun of real-world mathematics. Learn set theory, logic, number theory, combinatorics, probability, algorithms and graph theory. Engage with these concepts through a plethora of applications including computer science, engineering, economics and business. Build your capacity for future mathematics and computer science courses and careers.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"November 15, 2023","September 13, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1139"
44,Northwestern University,Center for Talent Development,Doctors and Dentists AM (PreK - K),Science,"This course runs Monday through Friday, July 17 – July 21. How do doctors and dentists help us stay healthy? In this introductory course, students learn about human biology through the lens of the health care profession. Discover scientific vocabulary and information about the body’s systems as you engage in dramatic play and hands-on learning about biology fundamentals.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 21, 2023","July 17, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1010"
45,Northwestern University,Center for Talent Development,Doctors and Dentists PM (PreK - K),Science,"This course runs Monday through Friday, July 10 – July 14. How do doctors and dentists help us stay healthy? In this introductory course, students learn about human biology through the lens of the health care profession. Discover scientific vocabulary and information about the body’s systems as you engage in dramatic play and hands-on learning about biology fundamentals.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 14, 2023","July 10, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1009"
46,Northwestern University,Center for Talent Development,Dynamic Leadership: Skills & Strategies for Success (7-10),Leadership & Service,"A skill-building course in the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10 a.m. – 12 p.m. CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.Broadcasting executive Donald McGannon noted “Leadership is action, not position.” Learn how to build networks and consensus, tackle difficult decisions, use creative problem solving, and lead meaningful dialogue. Come away with skills and strategies to take your leadership capacity to the next level. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1093"
47,Northwestern University,Center for Talent Development,Dynamic Leadership: Skills & Strategies for Success (7-10),Leadership & Service,"A skill-building course in the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10 a.m. – 12 p.m. CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.Broadcasting executive Donald McGannon noted “Leadership is action, not position.” Learn how to build networks and consensus, tackle difficult decisions, use creative problem solving, and lead meaningful dialogue. Come away with skills and strategies to take your leadership capacity to the next level. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1097"
48,Northwestern University,Center for Talent Development,Dynamic Leadership: Skills & Strategies for Success with Gifted India Network (7-10),Leadership & Service,"A skill-building course within the Leadership Intensive series. This course is offered in partnership with the Gifted India Network. This course is 2 weeks with live online class meetings on Tuesdays and Thursdays from 7:30AM - 9:30AM CDT (6-8PM IST). Students should expect 6-7 hours of independent course work per week.Broadcasting executive Donald McGannon noted “Leadership is action, not position.” Learn how to build networks and consensus, tackle difficult decisions, use creative problem solving, and lead meaningful dialogue. Come away with skills and strategies to take your leadership capacity to the next level. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1130"
49,Northwestern University,Center for Talent Development,Effective Essay Writing ,English & Language Arts,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course is designed to help students effectively apply the correct structure and formatting of an effective essay. Writing is an essential skill that is utilized for various institutions, college/university admissions, various careers, and a simple representation of placing remarkable ideas in the form of writing. Through this course, students will be exposed to various forms of reading, writing styles, timed essays along with various techniques aimed to enhance their already creative minds. Students will explore a variety of expository, persuasive, compare & contrast, as well as narrative essays to name a few.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$785,"January 11, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1104"
50,Northwestern University,Center for Talent Development,Espionage: Counterintelligence in History,Arts & Humanities,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.Students will explore espionage- and counterintelligence-related topics spanning the Ancient World through today. Topics may include tactics used during the Roman Empire, spymasters during the American Revolution, development of technology during World War II, and counterintelligence used by businesses today. Through course materials, independent research, discussions, and writing assignments, students will study the impacts of intelligence/counterintelligence throughout history. Course materials will include readings, videos, and historical documents.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$785,"January 11, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1106"
51,Northwestern University,Center for Talent Development,European Literature Honors: The Classics,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start dateThis course introduces students to the development of various literary genres of the continental and island Europe. Through discussion and analysis of various literary genres and elements, this course seeks to enhance students’ awareness and appreciation of classical European literature. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1117"
52,Northwestern University,Center for Talent Development,Fast and Faster AM (PreK - K),Science,"This course runs Monday through Friday, July 10 – July 14. Do you have the need for speed? Engineers use physics and technology to design machines that go incredibly fast. Students explore the science behind what propels cars, planes and other machines to move at extraordinary speeds. Through collaborative project work, including building and other interactive activities, students learn basic physics principles around motion and velocity.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 14, 2023","July 10, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1011"
53,Northwestern University,Center for Talent Development,Fast and Faster PM (PreK - K),Science,"This course runs Monday through Friday, July 17 – July 21. Do you have the need for speed? Engineers use physics and technology to design machines that go incredibly fast. Students explore the science behind what propels cars, planes and other machines to move at extraordinary speeds. Through collaborative project work, including building and other interactive activities, students learn basic physics principles around motion and velocity.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 21, 2023","July 17, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1013"
